CustomerId;Profit;Recency;Frequency;Monetary;Variance
771;245;11;4;20805,98;21
772;749;5;13;45893,69;24
773;2290;2;27;146511,19;37
774;1113;6;18;57805,32;30
775;53;21;9;1323,2;8
776;749;35;7;18613,41;14
777;713;5;13;44982,08;38
778;1464;5;13;110315,39;38
779;1301;4;13;108995,11;50
780;66;5;7;2775,94;6
781;12;33;2;126,14;2
782;1352;5;15;62524,44;47
783;304;6;10;5452;11
784;468;4;22;12570,79;18
785;639;4;29;16012,14;14
786;13;4;2;239,32;2
787;24;43;1;195,06;1
788;44;5;4;1145,18;6
789;244;4;18;4869,39;18
790;86;10;13;1389,97;10
791;10;35;1;191,52;2
792;235;7;9;4377,9;4
793;161;62;3;3226,87;6
794;75;24;3;1360,17;5
795;73;6;4;2032,24;7
796;1723;4;29;15160,78;27
797;1238;3;34;24602,59;44
798;77;5;6;1241,98;6
799;390;47;3;2240,72;3
800;560;7;14;27237,69;32
801;364;3;17;10805,85;27
802;751;14;16;29301,48;30
803;40;12;1;2870,8;3
804;40;59;1;247,98;1
805;78;87;1;2844,18;6
806;170;14;3;1825,74;6
807;5;58;1;191,7;2
808;187;11;12;6793,07;15
809;868;3;22;46744,22;44
810;6;49;1;49,99;1
811;216;47;2;2068,02;3
812;17;23;2;593,44;4
813;323;6;10;10230,92;10
814;1028;7;13;82215,45;55
815;244;2;12;8753,54;21
816;59;5;4;1031,92;4
817;62;5;6;554,03;5
818;1376;3;33;73409,21;53
819;1764;7;17;93410,59;60
820;381;5;12;9793,63;8
821;93;7;9;4375,47;14
822;1085;5;12;87560,52;39
823;652;2;20;19712,18;18
824;444;3;23;10238,08;15
825;21;42;2;1208,89;6
826;546;5;15;36921,52;24
827;1274;3;15;71580,38;48
828;88;52;4;1526,73;5
829;27786;12;15;8145307,54;94
830;132;32;2;5728,32;5
831;250;2;15;6976,49;18
832;448;21;6;2868,52;6
833;106;5;10;1720,64;7
834;263;5;13;9835,83;8
835;1432;5;15;137346,24;32
836;2652;25;8;68881,43;5
837;294;14;10;13095,87;20
838;133;6;8;1969,6;6
839;106;6;8;5215,4;11
840;3021;6;19;244349,05;65
841;213;12;6;7665,88;17
842;15;10;1;278,85;1
843;213;12;10;7188,65;22
844;220;6;9;9481,37;9
845;192;4;19;3791,97;13
846;18;47;2;161,1;1
847;1478;4;24;90326,14;56
848;75;49;8;874,25;7
849;355;5;13;13288,95;23
850;375;6;9;16475,31;8
851;41;5;9;705,26;7
852;151;20;3;3568,77;4
853;102;3;6;1914,9;8
854;1767;5;22;97272,49;60
855;188;6;17;6303,24;9
856;15;76;1;70,39;1
857;728;5;16;32955,25;34
858;140;10;7;4532,66;9
859;527;4;9;58293,79;34
860;120;4;3;812,4;1
861;1881;5;16;105506,26;59
862;573;5;9;64052,41;31
863;829;4;24;20503,36;15
864;827;6;17;47474,76;26
865;377;59;4;3966,05;6
866;451;10;12;21288,87;27
867;636;5;9;28069,56;38
868;25428;34;7;142547,06;7
869;1;32;1;7,89;1
870;580;4;18;14664,93;31
871;148;7;11;3639,95;13
872;653;6;12;31333,94;15
873;64;13;12;1060,49;7
874;1259;7;17;52100,2;43
875;356;3;24;9277,15;13
876;150;5;6;3720,72;4
877;10;17;2;197,88;2
878;355;4;13;22050,02;15
879;42397;3;52;779346,49;98
880;300;4;2;6999,14;3
881;78;48;4;3660,77;8
882;300;4;2;6999,14;3
883;30;6;3;892,01;8
884;781;4;10;39485,52;35
885;4;17;1;37,74;1
886;1100;2;28;52876,97;41
887;33;32;6;651,37;5
888;246;1;3;10788,36;8
889;168;3;2;10348,39;11
890;77;5;8;1588,25;7
891;189;17;5;1307,49;5
892;72;11;2;1231,36;4
893;39;13;2;1208,82;4
894;636;4;21;21218,35;30
895;1070;48;4;110996,1;39
896;130;4;4;1805,7;7
897;762;5;18;27480,2;33
898;309;7;9;26561,31;26
899;430;3;14;9691,09;12
900;160;2;12;1826,9;4
901;407;3;8;18689,3;19
902;113;33;7;2853,13;8
903;160;84;1;1509,6;1
904;8;39;1;58,58;1
905;137;5;7;6971,09;14
906;91;77;1;7312,23;9
907;682;5;14;28299,73;29
908;68;3;4;1765,06;9
909;1106;7;20;76640,95;55
910;242;7;16;3942,26;13
911;402;4;37;10581,29;14
912;82;41;3;2460,26;5
913;180;63;1;3196,5;2
914;310;6;16;8161,62;11
915;158;46;4;1697,56;4
916;1342;3;24;64935,49;55
917;980;3;16;38342,38;36
918;126;5;7;4173,97;12
919;190;3;8;10416,61;15
920;204;7;11;8821,47;13
921;89;28;5;2508,17;7
922;305;2;18;6989,82;12
923;14;47;1;223,64;2
924;124;4;10;3114,92;10
925;352;3;13;8001,38;18
926;230;4;6;8846,23;14
927;243;7;18;6652,88;23
928;143;23;2;7033,32;10
929;130;21;4;9006,19;12
930;1277;6;26;66846,79;41
931;268;6;3;2000,76;3
932;72;19;5;646,65;7
933;100;12;8;3086,02;10
934;3851;3;31;233777,88;41
935;169;9;12;3301,53;10
936;28;12;5;737,9;5
937;124;10;11;3399,75;7
938;1460;3;10;65198,32;45
939;726;4;14;14903,21;21
940;144;3;1;695,76;1
941;13;87;1;298,35;3
942;37692;11;5;19508751,9;109
943;10;17;5;159,33;3
944;273;3;35;3827,59;15
945;262;13;11;8513;7
946;395;6;14;17208,6;23
947;353;7;19;10957,61;27
948;90;11;13;8631,27;23
949;146;4;10;1076,9;5
950;10;21;2;112,66;2
951;1401;12;15;167885,56;55
952;192;4;21;3447,44;11
953;189;1;3;6876,27;5
954;60;5;1;299,97;1
955;642;4;13;21839,95;30
956;158;7;19;2841,52;15
957;390;4;16;15809,28;22
958;243;23;11;11247,9;21
959;194;4;6;3804,65;10
960;62;48;2;235,6;1
961;986;5;13;55384,84;40
962;307;10;21;9710,89;26
963;492;3;24;12157,08;37
964;60;10;8;1273,4;8
965;20;61;1;112,06;1
966;266;2;13;4043,96;6
967;400;74;1;1880,8;1
968;21;17;14;395,19;5
969;313;28;10;19130,5;28
970;1;32;1;7,29;1
971;197;11;16;2377,08;15
972;699;3;11;31420,29;19
973;391;10;22;11226,3;18
974;705;7;19;25141,43;36
975;1306;42;7;176922,55;32
976;202;3;26;3318,11;13
977;15;3;1;70,39;1
978;135;7;6;2822,96;8
979;1465;3;20;119739,13;41
980;3;75;1;73,47;1
981;110;4;11;2338,45;10
982;508;6;18;21756,97;28
983;217;4;15;6566,83;14
984;914;5;19;47947,85;36
985;141;13;5;803,34;5
986;385;6;14;7040,68;16
987;204;11;2;7303,2;4
988;195;53;5;9492,33;3
989;176;1;3;6611,06;8
990;170;4;12;4606,59;15
991;168;13;7;3126,58;7
992;1230;5;33;50437,95;29
993;89;2;20;2293,18;7
994;176;34;8;14005,62;19
995;628;6;12;37634,5;16
996;1012;6;13;49065,75;32
997;415;12;5;20737,35;20
998;62;4;5;1514,38;10
999;99;5;4;4879,3;10
1000;28;5;5;263,72;2
1001;196;6;10;2258,38;5
1002;153;4;12;2021,12;8
1003;263;7;22;5131;20
1004;77;3;9;1626,9;5
1005;6;32;1;59,04;1
1006;101;5;7;4327,82;11
1007;647;2;19;24822,38;23
1008;391;3;12;12183,13;24
1009;18;4;2;413,28;3
1010;870;3;24;38000,18;33
1011;1106;7;14;98750,65;56
1012;515;10;7;31714,6;31
1013;97;5;9;2268,02;12
1014;413;11;9;32792,93;26
1015;8;55;1;75,48;1
1016;894;3;18;31481,53;41
1017;20;56;1;188,7;1
1018;158;24;9;3184,62;9
1019;1832;4;37;54592,49;58
1020;73;14;7;1117,58;7
1021;269;6;9;9854,03;15
1022;293;20;4;25942,7;12
1023;212;16;11;3999,01;14
1024;488;12;15;25444,51;19
1025;785;2;25;48644;40
1026;252;2;7;11392,71;23
1027;8;48;1;75,48;1
1028;227;11;5;2316,7;7
1029;80;25;5;768,58;2
1030;1512;18;13;85145,21;40
1031;15;10;1;278,85;1
1032;564;3;9;33983,72;21
1033;235;10;15;6655,41;19
1034;231;30;7;9238,58;13
1035;286;3;8;7986,46;18
1036;244;2;13;7112;17
1037;203;4;12;7528,02;17
1038;50;91;1;1341,87;3
1039;1122;4;17;95439,7;37
1040;465;7;16;33621,13;14
1041;176;18;4;1672,88;2
1042;78;4;4;1469,1;4
1043;169;4;5;3830,8;12
1044;976;5;19;96728,61;49
1045;192;25;9;6048,68;9
1046;60;42;1;1074;2
1047;97;5;24;1467,54;6
1048;8614;3;32;162014,88;49
1049;553;6;19;28819,56;19
1050;246;3;15;5858,7;25
1051;89;34;3;6725,17;8
1052;133;4;12;2416,52;18
1053;76;46;2;1315,12;5
1054;62;45;3;1227,16;4
1055;327;5;19;9823,36;9
1056;162;3;12;4452,96;11
1057;158;5;6;8108,84;13
1058;15;32;9;248,31;3
1059;2793;3;36;97813,02;40
1060;100;4;8;781,14;5
1061;30;51;2;665,25;5
1062;217;2;13;5909,07;20
1063;700;2;17;17014,43;18
1064;979;1;3;113190,15;23
1065;2089;6;23;42282,5;30
1066;50;44;3;1165,04;6
1067;291;6;8;8737,86;14
1068;7744;4;25;381228,3;85
1069;228;53;5;13096,14;13
1070;628;5;15;24569,16;38
1071;475;4;12;23768,47;34
1072;26;51;2;444,21;4
1073;270;5;9;8038,11;12
1074;6615;63;1;112525,56;1
1075;366;35;6;20434,58;22
1076;240;9;16;5348,36;9
1077;418;11;10;5261,06;7
1078;117;3;5;1669,98;6
1079;114;11;6;6975,28;14
1080;144;5;7;2206,99;13
1081;46;32;2;2872,58;7
1082;13;16;3;163,33;3
1083;30;5;3;737,92;3
1084;10;44;2;56,03;1
1085;272;4;21;10164,34;20
1086;338;3;18;9953,41;22
1087;440;4;11;13196,09;34
1088;225;16;7;11653,89;26
1089;90;45;1;422,34;1
1090;149;5;5;2851,55;12
1091;1263;6;14;110135,77;53
1092;315;1;3;10620,18;7
1093;258;1;2;20117,64;12
1094;176;56;3;2385,92;4
1095;497;11;11;42589,55;26
1096;132;47;3;4405,83;1
1097;36;11;4;525,56;4
1098;199;6;17;4413,81;14
1099;80;35;5;1828,36;6
1100;1348;5;19;56425,56;42
1101;1339;4;12;134069,6;52
1102;8;23;2;79,28;2
1103;311;6;15;4327,48;9
1104;262;13;11;8513;7
1105;338;74;3;14641,83;17
1106;220;3;8;6380,17;9
1107;134;35;3;20186,64;24
1108;4;41;1;49,99;1
1109;64;5;15;1106,94;5
1110;48;46;3;644,4;2
1111;1193;3;13;40797,78;19
1112;818;5;10;69127,49;40
1113;1423;33;11;36207,39;28
1114;159;5;11;5986,9;11
1115;48;51;1;1034,76;2
1116;112;10;4;3237,85;12
1117;28;20;3;353,81;4
1118;30;20;1;169;1
1119;10;33;1;78,9;1
1120;9218;3;19;504995,78;9
1121;140;39;11;1454,78;3
1122;207;1;2;7168,8;6
1123;712;4;18;20274,49;32
1124;15707;2;75;2572371,81;26
1125;155;14;2;11225,2;15
1126;397;4;14;7659,55;14
1127;849;5;12;63934,51;36
1128;56;4;6;872,4;8
1129;52;65;1;1319,61;3
1130;5034;3;18;191631,99;5
1131;84;41;2;1048,08;2
1132;57175;1;77;27594022,24;139
1133;30;9;3;455,58;4
1134;362;4;12;8510,43;29
1135;432;5;5;4374,06;4
1136;232;5;10;2758,86;9
1137;1321;4;20;97847,34;55
1138;360;5;1;3196,2;2
1139;450;13;8;21473,15;12
1140;6;33;4;90,04;4
1141;1356;27;8;13511,25;5
1142;24;18;2;343,6;2
1143;1459;3;5;43863,91;9
1144;36;5;1;243,72;1
1145;18;54;1;363,9;2
1146;3193;1;50;85187,16;39
1147;87;3;9;904,23;9
1148;1082;4;25;44046,26;49
1149;382;14;3;16046,28;13
1150;2191;7;35;55522,8;34
1151;480;59;1;18115,2;1
1152;12;18;1;80,92;1
1153;293;7;17;9604,72;26
1154;1737;1;3;288184,81;31
1155;373;21;7;11470,05;15
1156;114;5;10;1149,64;5
1157;310;2;13;7992,37;19
1158;12;25;1;113,22;1
1159;36;19;2;333,84;2
1160;2246;2;38;74885,76;28
1161;1089;10;5;10194,42;4
1162;36;68;2;400,88;4
1163;432;10;24;8707,73;19
1164;302;4;20;5958,22;22
1165;300;56;1;1061;1
1166;821;2;26;44719,84;50
1167;128;47;2;2576,78;5
1168;45;2;8;1141,25;7
1169;267;3;5;15188,27;18
1170;661;3;7;14880,97;4
1171;297;2;16;6849,99;18
1172;151;11;5;3891,41;9
1173;1380;7;14;42870,28;43
1174;129;21;5;5066,4;11
1175;3575;1;58;173280,71;47
1176;856;3;30;21112,61;14
1177;10675;2;60;635018,85;71
1178;135;48;3;8127,54;15
1179;201;6;6;2549,52;7
1180;3;66;1;55,77;1
1181;1565;3;28;40911,66;27
1182;15;23;6;277,98;4
1183;104;4;3;2134,99;3
1184;3629;2;59;120064,01;35
1185;607;10;10;33984,16;35
1186;133;45;5;3967,56;10
1187;15;32;1;278,85;1
1188;341;7;16;16562,91;16
1189;653;3;16;32147,22;44
1190;125;11;3;1405,94;4
1191;198;12;3;16733,52;18
1192;196;4;13;5602,71;14
1193;153;5;10;3675,1;12
1194;80;10;8;1667,75;3
1195;7249;3;20;179399,24;24
1196;50;2;12;698,14;2
1197;355;3;19;8680,32;13
1198;362;4;6;35609,73;26
1199;441;1;3;21790,37;10
1200;823;3;24;43845,59;24
1201;48;6;12;1239,02;5
1202;114;13;12;1782,13;9
1203;24;49;2;402,11;2
1204;259;7;15;10074,93;26
1205;635;3;13;61436,34;30
1206;246;10;12;3554,5;12
1207;90;34;4;939,96;3
1208;153;62;3;2783,03;6
1209;697;6;17;16065,55;29
1210;27682;2;60;1816338,45;106
1211;231;17;5;12382,92;23
1212;12;46;1;149,97;1
1213;54;3;6;1763,16;9
1214;103;49;3;4624,93;12
1215;176;4;11;5954,4;8
1216;210;14;8;4714,65;3
1217;76;17;15;2766,59;10
1218;216;1;3;7238,85;7
1219;3561;2;50;89848,64;39
1220;1423;5;16;56260,78;50
1221;1748;5;16;101269,56;44
1222;1572;5;18;77353,24;47
1223;3608;6;20;287439,87;57
1224;173;11;3;12375,18;14
1225;467;4;19;23231,79;34
1226;228;48;5;12388,08;15
1227;86;6;12;1806,92;10
1228;7419;3;15;943458,01;77
1229;349;3;6;7414,83;10
1230;894;13;10;67585,87;36
1231;927;1;3;98155,77;18
1232;19;17;1;216,26;2
1233;28;47;1;520,52;1
1234;43;40;1;489,94;2
1235;168;3;11;4049,6;12
1236;271;6;5;34804,07;23
1237;23;7;5;384,42;4
1238;29;46;1;1252,96;4
1239;22;4;3;271,54;3
1240;141;4;11;4852,78;10
1241;957;4;4;176281,29;69
1242;278;11;5;2556,17;4
1243;457;3;14;11091,38;18
1244;174;13;7;2507,23;8
1245;142;7;15;2685,86;19
1246;12;47;1;223,08;1
1247;70;24;3;3696,18;9
1248;25953;3;64;2194894,59;101
1249;12;79;1;74,72;1
1250;93;13;9;1941,71;7
1251;119;20;6;3288,04;10
1252;352;6;8;6416,18;11
1253;118;6;10;4738,58;12
1254;913;33;5;132177,97;44
1255;24;80;1;299,94;1
1256;1036;4;20;15915,57;19
1257;61;25;4;1328,62;7
1258;228;3;12;6624,62;18
1259;876;14;18;26219,78;26
1260;615;5;18;14324,23;12
1261;283;3;14;3792,01;14
1262;196;7;10;9977,94;17
1263;381;5;12;9793,63;8
1264;6;11;2;135,84;2
1265;269;4;16;6786,19;7
1266;40;4;2;377,4;1
1267;85;40;3;1112,87;5
1268;102;7;15;2528,28;13
1269;127;18;6;5349,72;10
1270;57;11;6;1900,89;9
1271;292;2;33;11103,09;11
1272;390;35;3;8360,04;6
1273;227;7;10;8096,89;15
1274;46114;2;62;6978490,74;104
1275;90;7;7;1354,37;6
1276;405;3;12;13483,56;27
1277;1859;4;20;125824,36;55
1278;17;49;4;152,65;3
1279;4;17;1;69,96;1
1280;1308;1;3;138337,02;19
1281;655;6;18;20859,74;14
1282;2;54;1;37,18;1
1283;3012;6;33;79086,96;50
1284;232;6;9;3958,93;11
1285;220;63;2;1166,65;2
1286;4;60;1;43,49;1
1287;150;4;10;4529,83;13
1288;8;72;1;142,32;3
1289;6051;3;58;161900,94;58
1290;193;47;2;6854,72;10
1291;180;4;2;14647,78;18
1292;88;4;8;787,1;3
1293;20;7;1;753,56;4
1294;262;18;6;4889,27;13
1295;1;79;1;17,49;1
1296;94;10;8;1785,74;10
1297;123;2;7;2177,59;7
1298;330;12;23;33215,65;19
1299;216;4;12;10955,78;20
1300;118;7;10;2886,37;13
1301;107;6;9;1645,91;13
1302;751;12;9;50654;30
1303;42;62;1;283,22;1
1304;227;5;17;8104,07;20
1305;372;5;24;13929,84;16
1306;233;33;8;4490,89;13
1307;1551;1;3;181807,95;23
1308;104;14;5;2976,89;7
1309;745;5;13;35350,48;45
1310;96;4;14;1461,63;12
1311;609;14;12;18388,8;27
1312;392;12;8;19389,98;17
1313;1140;10;8;101726,49;33
1314;109;42;2;1607,96;5
1315;70;11;4;1717,52;11
1316;476;5;12;19531,34;21
1317;90;6;7;1208,69;11
1318;4785;54;5;35405,22;6
1319;12227;3;20;511021,63;73
1320;112;4;6;2074,17;6
1321;446;2;14;11014,94;24
1322;377;11;6;4695,17;7
1323;497;5;8;27438,85;27
1324;829;2;26;25412,83;28
1325;156;17;13;1396,2;2
1326;891;5;8;58022,74;31
1327;1477;7;19;71974,59;43
1328;1661;3;20;119669,42;65
1329;317;4;33;4046,29;15
1330;147;5;11;1459,17;4
1331;5;6;1;39,45;1
1332;12;42;2;118,97;2
1333;191;3;11;3987,51;10
1334;382;4;24;7963,71;12
1335;211;5;10;5799,93;18
1336;36;49;2;470,96;4
1337;128;10;5;4011,51;12
1338;828;3;11;66597,32;43
1339;152;29;10;2058,72;5
1340;52355;1;77;22862940,66;136
1341;1271;5;19;59923,91;34
1342;43;42;4;900,16;5
1343;931;41;9;18649,58;16
1344;1138;6;1;63811,68;17
1345;1266;2;28;24276,93;23
1346;3144;5;25;114931,19;45
1347;10457;2;56;477034,56;52
1348;330;7;26;5022,29;14
1349;18;18;3;263,12;3
1350;27;75;1;340,74;2
1351;85;19;5;1007,16;7
1352;1368;7;22;46861,17;47
1353;660;4;13;31564,75;32
1354;10;3;1;191,52;2
1355;153;19;6;2172,26;7
1356;22;10;2;272,21;3
1357;1326;4;21;77877,76;43
1358;1825;7;29;63204,93;54
1359;555;67;1;304,14;1
1360;143;59;3;2234,23;6
1361;204;34;4;2698,06;6
1362;50;41;2;239,75;2
1363;464;3;17;14115,21;12
1364;68;18;2;1164,35;4
1365;106;35;4;1128,85;4
1366;181;5;10;6341,64;15
1367;179;7;15;7146,91;12
1368;246;2;31;3711,96;16
1369;987;5;21;31819,47;49
1370;10;54;1;78,9;1
1371;1477;13;10;43428,75;29
1372;67;17;6;1598,56;8
1373;203;5;7;5476,07;15
1374;131;28;12;2873,77;13
1375;16;14;2;160,33;3
1376;285;3;8;3812,63;7
1377;8;4;1;75,48;1
1378;1030;3;14;106719,83;42
1379;316;9;14;5657,13;9
1380;806;10;9;51309,03;38
1381;20;80;2;145,8;1
1382;158;5;19;5582,06;11
1383;1906;53;6;18890,2;4
1384;300;4;2;6999,14;3
1385;773;4;23;31336,24;34
1386;224;20;8;3379,31;14
1387;102;24;2;435,57;2
1388;485;3;11;27219,37;20
1389;607;7;20;28018,54;30
1390;8;23;1;75,48;1
1391;148;27;13;1828,48;7
1392;137;34;5;3990,26;8
1393;977;7;14;54920,28;11
1394;490;3;3;2415,63;3
1395;182;10;5;3889,46;10
1396;29;60;2;805,56;4
1397;40;20;2;237,15;2
1398;111;6;12;1340;10
1399;287;3;6;15207,42;14
1400;775;6;13;51426,47;25
1401;502;4;12;34719,01;27
1402;72;5;1;1333,08;4
1403;411;5;12;19906,64;29
1404;484;3;31;10711,09;14
1405;30;23;1;1520,24;4
1406;368;12;14;20003,07;28
1407;840;1;3;69241,9;12
1408;513;6;13;17652,32;25
1409;1708;7;34;60958,29;40
1410;105;6;6;2288,48;12
1411;2;79;1;37,18;1
1412;373;6;12;13118,35;14
1413;249;5;6;3897,05;6
1414;81;4;10;2480,77;8
1415;57;34;3;1489,57;7
1416;12;39;2;113,22;1
1417;40;52;1;377,4;1
1418;1926;13;16;130520,21;47
1419;808;2;22;17783,1;15
1420;104;13;15;1500,12;3
1421;1626;1;3;238177,88;29
1422;3535;49;3;18485,51;2
1423;3;76;1;55,77;1
1424;66;66;1;3936,24;8
1425;204;10;5;9471;10
1426;554;20;8;34809,55;12
1427;45;7;16;793,46;7
1428;534;4;10;34214,78;20
1429;105993;2;79;12461473,65;107
1430;88;4;11;1731,34;9
1431;509;2;12;21603,52;24
1432;409;6;11;15872,82;33
1433;465;6;7;124394,01;44
1434;934;6;24;24880,49;41
1435;69;90;1;4823,52;6
1436;1229;3;22;65580,42;33
1437;263;11;13;11210,3;19
1438;350;4;10;23777,64;26
1439;803;3;24;20033,76;20
1440;219;6;11;4782,96;12
1441;1711;3;13;454977,98;65
1442;19;34;2;196,14;3
1443;24;6;2;214,8;1
1444;2336;3;23;103720,06;51
1445;650;4;23;25456,36;36
1446;200;13;7;3808,36;5
1447;650;5;18;13214,87;24
1448;59;25;5;1432,46;5
1449;163;34;11;7611,87;19
1450;272;4;15;10409,08;18
1451;101;10;9;3829,26;9
1452;96;44;4;3171,74;7
1453;371;4;14;20896,6;21
1454;74;4;10;1791,85;13
1455;94;3;5;3821,77;16
1456;311;17;4;5750,76;7
1457;671;2;10;38193,78;21
1458;207;46;3;2428,32;3
1459;465;1;3;37430,85;13
1460;24;72;1;199,96;1
1461;550;4;22;18316,65;27
1462;151;10;4;1959,88;7
1463;12;10;3;136,22;3
1464;54;25;2;370,22;3
1465;56;5;4;936,16;3
1466;290;14;15;10513,18;11
1467;1887;3;17;84963,79;37
1468;344;10;18;7609,62;18
1469;323;7;17;11577,31;25
1470;24;40;1;226,44;1
1471;20;7;3;698,21;6
1472;515;1;3;35028,09;12
1473;629;5;13;18616,87;35
1474;168;5;9;2020,31;6
1475;307;2;22;4776,73;12
1476;24;60;1;728,82;3
1477;129;34;5;1674,98;6
1478;270;6;7;14757,11;13
1479;72;4;10;622,62;5
1480;38877;2;64;4794635,85;102
1481;5;47;2;55,98;2
1482;241;5;10;4457,49;12
1483;114;46;6;2417,2;8
1484;12;46;2;161,94;3
1485;18;21;1;121,86;1
1486;8247;5;30;164107,06;35
1487;239;3;12;3657,48;8
1488;70;18;15;756,8;7
1489;123;4;9;4726,21;18
1490;507;6;19;32313,27;23
1491;18662;5;19;352667,37;27
1492;300;87;1;1798,95;1
1493;262;6;23;2505,29;11
1494;90;74;4;3211,74;12
1495;154;6;6;5778,58;13
1496;490;53;4;24284,7;21
1497;148;11;6;1380,73;7
1498;6;87;1;107,04;2
1499;85;16;11;642,02;8
1500;30;55;1;127,83;1
1501;768;3;21;19567,87;18
1502;87;4;8;1734,88;14
1503;213;5;8;6547,08;18
1504;138;19;5;2236,05;4
1505;704;3;23;5226,98;11
1506;136;11;3;1686,62;5
1507;174;18;3;15798,92;17
1508;124;28;12;2676,89;7
1509;1543;4;17;109497,54;54
1510;668;1;3;49602,45;17
1511;82;35;4;1047,58;6
